"","county","time","lprice","lsales","aftexpl.dist_to_ref134","aftexpl.dist_to_ref141.7","aftexpl.dist_to_ref146.5","aftexpl.dist_to_ref187.1","aftexpl.dist_to_ref199.9","aftexpl.dist_to_ref212","aftexpl.dist_to_ref224.1","aftexpl.dist_to_ref261.8","aftexpl.dist_to_ref266.7","aftexpl.dist_to_ref271.3","aftexpl.dist_to_ref284","aftexpl.dist_to_ref285.5","aftexpl.dist_to_ref297.4","aftexpl.dist_to_ref300","aftexpl.dist_to_ref300.7","aftexpl.dist_to_ref320.4","aftexpl.dist_to_ref348.6","aftexpl.dist_to_ref351.7","aftexpl.dist_to_ref362.5","aftexpl.dist_to_ref37.9","aftexpl.dist_to_ref372.1","aftexpl.dist_to_ref381","aftexpl.dist_to_ref383.7","aftexpl.dist_to_ref384.8","aftexpl.dist_to_ref393.6","aftexpl.dist_to_ref395.1","aftexpl.dist_to_ref395.2","aftexpl.dist_to_ref400.9","aftexpl.dist_to_ref404.3","aftexpl.dist_to_ref424.5","aftexpl.dist_to_ref428.9","aftexpl.dist_to_ref431.5","aftexpl.dist_to_ref431.6","aftexpl.dist_to_ref452.1","aftexpl.dist_to_ref459.5","aftexpl.dist_to_ref461.1","aftexpl.dist_to_ref463","aftexpl.dist_to_ref467.3","aftexpl.dist_to_ref477.7","aftexpl.dist_to_ref499.4","aftexpl.dist_to_ref506.8","aftexpl.dist_to_ref518.4","aftexpl.dist_to_ref522.5","aftexpl.dist_to_ref535.9","aftexpl.dist_to_ref568.6","aftexpl.dist_to_ref586.1","aftexpl.dist_to_ref593.8","aftexpl.dist_to_ref610.7","aftexpl.dist_to_ref63","aftexpl.dist_to_ref656.2","aftexpl.dist_to_ref658.7","aftexpl.dist_to_ref680.9","aftexpl.dist_to_ref762.5","aftexpl.dist_to_ref79.8","aftexpl.dist_to_ref86.7","timefe_t10","timefe_t11","timefe_t12","timefe_t13","timefe_t14","timefe_t15","timefe_t16","timefe_t17","timefe_t18","timefe_t19","timefe_t2","timefe_t20","timefe_t21","timefe_t22","timefe_t23","timefe_t24","timefe_t25","timefe_t26","timefe_t27","timefe_t28","timefe_t29","timefe_t3","timefe_t30","timefe_t31","timefe_t32","timefe_t33","timefe_t34","timefe_t35","timefe_t36","timefe_t37","timefe_t38","timefe_t39","timefe_t4","timefe_t40","timefe_t41","timefe_t42","timefe_t43","timefe_t44","timefe_t45","timefe_t46","timefe_t47","timefe_t48","timefe_t49","timefe_t5","timefe_t50","timefe_t51","timefe_t52","timefe_t53","timefe_t54","timefe_t55","timefe_t56","timefe_t57","timefe_t58","timefe_t59","timefe_t6","timefe_t60","timefe_t61","timefe_t62","timefe_t63","timefe_t64","timefe_t65","timefe_t66","timefe_t67","timefe_t68","timefe_t69","timefe_t7","timefe_t70","timefe_t71","timefe_t72","timefe_t73","timefe_t74","timefe_t75","timefe_t76","timefe_t77","timefe_t78","timefe_t79","timefe_t8","timefe_t80","timefe_t81","timefe_t82","timefe_t83","timefe_t84","timefe_t9"
"2777","Sacramento",50,-0.036482673949833,2.0963070965623,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2778","San.Benito",50,-0.0142667273596099,-1.1413789489944,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2779","San.Bernardino",50,0.00160494213761408,2.446398118726,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2780","San.Diego",50,0.0176419410760761,2.8825266399047,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2781","San.Francisco",50,0.0252574970743621,1.5563564991641,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2782","San.Joaquin",50,-0.0426082673641079,1.3841493686711,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2783","San.Luis.Obispo",50,0.0563459919098991,0.412566779225202,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2784","San.Mateo",50,0.0236157975732101,1.4286268484206,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785","Santa.Clara",50,-0.00281379200850296,2.3504766087693,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2786","Santa.Cruz",50,-0.0106470065303859,0.403149283990002,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2787","Shasta",50,-0.041730881930282,-0.033414063883999,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2788","Sierra",50,0.0277150039038151,-4.0505257583306,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2789","Siskiyou",50,0.00684000805362506,-1.4139260361545,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2790","Solano",50,-0.0213308688339819,0.8505284793121,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2791","Sonoma",50,0.0223827517338421,1.0052841811585,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2792","Stanislaus",50,-0.0596497331622879,1.0761939752719,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0.982142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0357142857142857,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,-0.0178571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
